Positive_Score,Neutral_Score,Negative_Score,Compound_Score,Sentiment_Label,Original_Comment_Text,Comment_ID
0.0,1.0,0.0,0.0,Neutral,"For anybody that wants to buy a audio streamer, get this",Ugwqww0ZpW07ePmIY5J4AaABAg
0.031,0.761,0.208,-0.9093,Negative,"Yes, but does it currently run linux bare metal? Because the main thing i hate about Macs is MacOS... It's just so unintuitive to use, I am constantly frustrated that I can't do what i'm trying to do because nothing works like it should in a modern PC OS.",UgxTjQa0Z4mhpuLUjJl4AaABAg
0.276,0.724,0.0,0.636,Positive,You forgot the 12 inch macbook air those were tinnny!  loved them.,UgxIl5dHulaT2QH6kox4AaABAg
0.216,0.784,0.0,0.296,Positive,"To plug in into a PC monitor, gg apple.",Ugyc3Qc5bg3jLOJJYch4AaABAg
0.407,0.43,0.163,0.8885,Positive,Lol who uses arc browser 😂😂😂 arc tabs.,UgygH9ldsQi4kVieqKJ4AaABAg
0.215,0.785,0.0,0.6249,Positive,"Does it run linux, if it does then its great .. otherwise whats the point ?",UgyoqpXk_XwcjZIwwLR4AaABAg
0.25,0.536,0.214,0.1027,Positive,"If apple increases its prices
Blame mkbhd
Lol",UgzEI9FhwPiWxVN-1wd4AaABAg
0.195,0.805,0.0,0.2272,Positive,"Kinda want one now, I've liked the mini for years but never bought one",UgwY_RU3tAh4PBInZZp4AaABAg
0.191,0.809,0.0,0.3818,Positive,whoops I've stumbled on that channel of such intellectuals they buy wallpapers.,Ugwf1bYaAiQCgwKmMc94AaABAg
0.254,0.692,0.054,0.7351,Positive,The other shortfall is hard drive still. The standard  should be 1tb.  Like they did with the ram is great finally.,UgxuZugHJjb8j98hfO94AaABAg
0.0,1.0,0.0,0.0,Neutral,"Being apple, you would think they add a touch power button similar to Samsung tvs and computer monitors.",UgwXpMzabwhGpOzQA6N4AaABAg
0.0,1.0,0.0,0.0,Neutral,I think there will be vertical holder for Apple Mini 4 so the power buttion will be just by the side.,UgzoqI4BQQCIfFj6X5d4AaABAg
0.121,0.879,0.0,0.5647,Positive,One good thing from power button placement that i can think of is its safe from unexpected power off from cat's paw😅 But the cat probably just try to push it out of the table because of the tiny form,UgzBjFhvXVCyz48USxt4AaABAg
0.0,1.0,0.0,0.0,Neutral,Goated channel 43 blurred view,UgwQIH97TSs6OHHcQKF4AaABAg
0.112,0.835,0.053,0.5719,Positive,"The reason why it is on the bottom is that you as a user should not switch off your mac, and switching it on again would require you to turn it upside down to press the button. Actually pretty genious and dumb at the same time xD ... Apple is just such a naughty company",UgwRXzNMn5_5fvfnF794AaABAg
0.0,1.0,0.0,0.0,Neutral,"I have a GMKTec G5, it's a smaller full fledge windows PC. I use it for my ""Megaplex"" hehe (and less than 300$)",Ugz0Z_pq5dKjIFlYEx54AaABAg
0.0,1.0,0.0,0.0,Neutral,what is this a computer for ANTS,UgzYr63OHasHZcetpFJ4AaABAg
0.262,0.738,0.0,0.5994,Positive,"Congratulations Marques, you have finally figured out what I do for work",Ugzot8OuO9DN-ImFMcl4AaABAg
0.0,1.0,0.0,0.0,Neutral,Some issues going on with you tube,UgwjBBopCv8osuXMEKt4AaABAg
0.0,0.714,0.286,-0.3412,Negative,256gb storage is NOT a good deal.,UgwZxOKrs9VBTDP2_vB4AaABAg
0.209,0.791,0.0,0.6696,Positive,"Even when you know that mkbhd is on the take with apple/google, you still gotta love his vids!",Ugy9RxvuHyOnmP8cJkh4AaABAg
0.214,0.534,0.252,-0.128,Negative,OGs recognize that sick wallpaper in the back lol,UgzdTIO0d4hU59D_VR54AaABAg
0.106,0.894,0.0,0.3612,Positive,Isn’t it incredible that the base model cost less than a set of wheels for the Mac Studio 😅,UgwdNYw1faOWPU3GGRN4AaABAg
0.156,0.844,0.0,0.92,Positive,"Yeah, I usually go for the iMac for both a computor and screen in one - really love the AiO form factor - but this time I will most probably go for a gaming screen and a Mac Mini! Great price, ports and form factor. The power buttom under might be wierd but not a dealbreaker and yeah I mostly make my mac sleep anyway rather than turning it on and off all the time.",UgzbJkDv5p8AelnmbMd4AaABAg
0.0,0.857,0.143,-0.8271,Negative,"Shouldn't you object to the satanically greedy only for dumb sheep upgrade prices?
GDDR6 ram chips cost ~2$/GB yet they charge you 400$ for the extra 16. And that's cheap for apple. In the laptops they molest you.
btw the M4 max has more transistors than Nvidia H100 which puts the 35k$ price in perspective.",UgxetER0yvCfoZn8LkZ4AaABAg
0.13,0.87,0.0,0.2732,Positive,The quality of your videos has been so consistantly high all these years. Well done,UgwaBOw_shi-BeHwSCN4AaABAg
0.186,0.814,0.0,0.5983,Positive,"In a fantastic teardown by @brandon geekabit, you can see that the base Mac mini has removable storage?!",UgwuHarM-te_BD5Z2rl4AaABAg
0.0,0.883,0.117,-0.7034,Negative,"The power button at the bottom is crazy. I'm currently use the old Mac Mini, there's a couple of hubs attached to it and stuff connected to the back and I turned it on and off more than two times a day, everyday. THIS IS NONSENSE.",UgxvGeiwavbM7GICg_V4AaABAg
0.315,0.685,0.0,0.717,Positive,It's an iPad M4 Pro in a different form factor. It's impressive! Well done Apple!,UgyY5-_Gf2lN2wy8owN4AaABAg
0.119,0.759,0.122,0.1862,Positive,"I wouldn't say the power button on the bottom is Apple's anti-designer's _best_ work. The Mini is small enough that using it isn't a huge problem that hinders usage, unlike the Magic Mouse and Pencil.

To add to your conspiracy: it's a lifeline for when R&D has a slow year. Then they can just fix the design issue and compel people to upgrade. Buys R&D a whole year to play catch-up.

Edit: Listening again, I now understand you unironically meant it's their best work: just annoying enough without being a huge pain.",UgzZmyZtB85DFwbL0914AaABAg
0.0,1.0,0.0,0.0,Neutral,Apparently the SSD is user-replaceable.,UgyUE2nmYAHTsaK7Jpd4AaABAg
0.0,0.871,0.129,-0.4767,Negative,"Perhaps that Frustration guy is a vegan, drives a prius, and his Parents were Ph.D. grads from Berkley back in the sixties?",UgzdjZ5vRtCNc7CC42R4AaABAg
0.034,0.93,0.036,-0.296,Negative,"sadly, it still loosews against a custom build even thou the custom build isn't that small. I never understood why you want a desktop pc to be small, if you want soemthing portable buy a laptop. a deskop pc is specificly a desktop pc bc it's meant to be at your desktop, not your suitcase and you have the space there to intigrate sufficient cooling so your no. 1 priority can be power, not efficieny",UgwWgDaCQld5U7FZLot4AaABAg
0.294,0.706,0.0,0.3612,Positive,Why does your table loo like mine,UgwLzPdCOJN-D-Qjq-Z4AaABAg
0.516,0.484,0.0,0.4926,Positive,Good info as always!,UgycocwgL-9sHTKm57J4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Marquess, at 2:00 you compared today's Mac Mini M4 to a Gen 2 Apple TV from 2010. That's not a modern Apple TV. Newer is beefier.",UgwfN4Awcql40nhQJ1p4AaABAg
0.141,0.859,0.0,0.2023,Positive,They should have made the power button the apple logo on top.,Ugy-7R4isX4KsuLFbKp4AaABAg
0.095,0.842,0.063,0.0516,Positive,"My SD-card theory is that they don’t want people to put huge cards in there to act as drives, because then less people will upgrade the internal storage with that crazy mark up on price",UgyKkptGczT_Cvjt-7x4AaABAg
0.0,1.0,0.0,0.0,Neutral,Apple seriously.....Power button at the bottom what the frack,Ugxh2k4O2EoGTRt5bKl4AaABAg
0.318,0.682,0.0,0.6369,Positive,Still using my m1 air. Best computer I ever bought,Ugz_hkLsRsTMb70RsvZ4AaABAg
0.585,0.282,0.134,0.7506,Positive,"""Well played guy"" 😂",UgweVasD7QmduA19uHZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Do you think that they, perhaps, may be working on a keyboard with a power button?",UgwSzJaTPbmvFfTKy5F4AaABAg
0.055,0.878,0.067,-0.1531,Negative,"The ""bad decisions"" for design choices are deliberate as it gets everyone talking about the product. They get more social media coverage about the product than actual good it does.. Then they ""fix it"" in the next iteration and walla everyone magically buys it's how they stay relevant.",UgwqcraVwcgxMGy1Ojl4AaABAg
0.284,0.716,0.0,0.4168,Positive,"03:03 that's not a conspiracy, its a fact.",UgyY6a1bBxa7yHwI2Qp4AaABAg
0.0,0.7,0.3,-0.4588,Negative,anything short of 1tb for storage is unacceptable.,UgxZxncnr3vdzIYlBgN4AaABAg
0.0,1.0,0.0,0.0,Neutral,If only Apple would go back to making phones smaller again.,Ugz_QMh8fj2m04h5LSR4AaABAg
0.247,0.753,0.0,0.9157,Positive,"I never really comment on things, but hey... You have been my absolute favorite content creator since the BEGINNING! I've been here... quiet as a mouse... just following the MKBHD like the tech Bible lol! Keep it up boss!",Ugxw6pQ4UNNMj9qfmap4AaABAg
0.0,1.0,0.0,0.0,Neutral,the power button might be on the bottom bc thats the only place internally with space????,UgzfETH08DGLQO0NsYp4AaABAg
0.182,0.801,0.017,0.9766,Positive,"My last Mac was a 12K USD Mac Pro (trashcan), which was fully spec'ed. And I have had tons of Macs before it.
   I went for Linux 3 years ago. And it is my best choice EVER!
   Yes, there is a learning curve! But is has turned out such a great thing! 
   I now run a max'ed out PC for a fraction of the price and can upgrade all I want!
   I mean... what's the use of 24 GB RAM and a 512 GB SSD on a Mac 4 Pro chip😂 Anything else is just insanely expensive!
   I now have Linux running on 128 GB RAM and 4 x 2 TB SSD 😊",Ugz-ZLBRdNAhwmT3aPF4AaABAg
0.115,0.735,0.15,0.1626,Positive,"This evil design of the power button is on purpose.. they don't want you to turn the computer off... EVER
And this is the most frustrating but effective way to make it happen.",UgzVSWzSRaswS7qIbYh4AaABAg
0.0,1.0,0.0,0.0,Neutral,who uses the button to turn their mac off,UgzVSWzSRaswS7qIbYh4AaABAg.AAad69IB3K8AAb-Ot5Q7WL
0.091,0.802,0.107,-0.0936,Negative,"​@@sergefotiev you use it to turn it on.. and because it's inconvenient, you won't bother turning it off 😒",UgzVSWzSRaswS7qIbYh4AaABAg.AAad69IB3K8AAb-lb1p3Lm
0.0,1.0,0.0,0.0,Neutral,I mean sometimes you just have to power cycle a computer. Or a power outage could turn it off.,UgzVSWzSRaswS7qIbYh4AaABAg.AAad69IB3K8AAbPdIZtNiq
0.266,0.734,0.0,0.4404,Positive,I hope more offices will switch to Mac now,UgxYkpEaBcT3VuD8wP14AaABAg
0.45,0.39,0.16,0.9465,Positive,😂😂😂 The power button on the bottom part was truly hilarious ......seriously though...like.....why?????? lol,UgyfaA_ivIkWzZIDDlZ4AaABAg
0.438,0.562,0.0,0.5994,Positive,some apple developer was trolling lmao,UgyfaA_ivIkWzZIDDlZ4AaABAg.AAaclnsPQTzAAehhN11Pqp
0.22,0.116,0.664,-0.5875,Negative,cant stop laughing xD,UgyfaA_ivIkWzZIDDlZ4AaABAg.AAaclnsPQTzAAgjadwg0Yn
0.347,0.653,0.0,0.1511,Positive,They want meme traction!,UgyfaA_ivIkWzZIDDlZ4AaABAg.AAaclnsPQTzAAh6PVgCaR5
0.0,0.652,0.348,-0.3947,Negative,So you don’t accidentally press it.,UgyfaA_ivIkWzZIDDlZ4AaABAg.AAaclnsPQTzAAhXGLytj6I
0.375,0.625,0.0,0.4577,Positive,@@MayTheSchwartzBeWithYou Naah I'm not that dumb!,UgyfaA_ivIkWzZIDDlZ4AaABAg.AAaclnsPQTzAAhXbK-lSaS
0.0,0.87,0.13,-0.4576,Negative,"For me, the power button placement is a major problem, as it's on those four corners where I add rubber feet.",UgzLDXRXgHQcygOUK2Z4AaABAg
0.067,0.933,0.0,0.2023,Positive,They could have integrated the Touch ID key into the power button and put it on the top with a long press to turn it off.,UgyuxjZvixu-kkwH-Sx4AaABAg
0.0,1.0,0.0,0.0,Neutral,"I think someone's sole job at Apple is to look at every product and say, ""Now make it smaller.""",UgxbMk1masbhfLH5g394AaABAg
0.047,0.796,0.157,-0.6372,Negative,The base model is competitive but it's not the best deal. The Reatan Alloy has 17% higher performance benchmarks and it's cheaper with similar specs.,Ugweeyz2Wes9Y0Dt7Th4AaABAg
0.0,0.954,0.046,-0.0387,Neutral,"7:11 - ""... what I've called a price ladder""
   Sorry, but Alfred Sloan came up with that name over 100 years ago.
   So NOT YOU.",UgxIuK_R2E1KQfP_Pvh4AaABAg
0.298,0.702,0.0,0.836,Positive,Just the f😊act that they didn't gimp it with 8 gigs of RAM or something is a good sign.,UgxC8hwH9nccXakRphB4AaABAg
0.117,0.883,0.0,0.7351,Positive,The button is obviously on the bottom in part to encourage keeping the computer always-on. There's probably lots of consumers that are in the habit of shutting down their computer when they're done using it. Apple figures it's somehow better if their consumers learn to keep it always on.,Ugxd_SuYyoGfbBet1md4AaABAg
0.326,0.674,0.0,0.4404,Positive,Better in terms of data harvesting probably,Ugxd_SuYyoGfbBet1md4AaABAg.AAabTRIpPYsAAhPIAlegHe
0.53,0.47,0.0,0.9648,Positive,"Great video great YouTuber great in every thing❤
I wish  you do iphone 16 pro review 
After 2 months now",UgxK_8r_9aarVXhR-vp4AaABAg
0.0,0.547,0.453,-0.7003,Negative,Fingering the Mac mini on 😫😫,UgwCw5pKLv7k8VMaeJ94AaABAg
0.0,1.0,0.0,0.0,Neutral,"""The M4 Mac Mini is incredible""
   + ""expensive""
   + ""unupgrable""
   + ""unrepairable""",UgyTAW6qa56YLobNmF94AaABAg
0.0,1.0,0.0,0.0,Neutral,"Looking to upgrade my Mac Pro M1 to M4, and I am looking forward to your review.",UgyAVmIVkvgpyEHYpGR4AaABAg
0.211,0.789,0.0,0.5766,Positive,20 gpu core AHHAHAHAHAHAHA MY TOILET HAS MORE CORES ON HIS GPU THAN THAT HAHA,UgyIMIUqTA3TwMfWOdt4AaABAg
0.0,0.818,0.182,-0.4404,Negative,I think the M4 pro is only available in my area in Dec :(,UgyjKunvjCRlwCuOSex4AaABAg
0.348,0.652,0.0,0.5766,Positive,M4 is a garbage ARM based system HAHA,UgwH2apL0JU1-iUAxed4AaABAg
0.0,0.975,0.025,-0.0516,Negative,"I said the exact same thing about the power button being on par with the magic mouse charging port, and loads of apple shills came at me saying you hardly ever need to touch the power button and they leave their computers on 24/7 so its fine....bruh",UgzUxNBd8Vs1r4AOE_V4AaABAg
0.098,0.902,0.0,0.4404,Positive,"I usually watch many reviews of any tech before watching Marques Brownlee's take. They are all like the warmup bands to Brownlee's main event. After seeing Brownlee's review, I'm done with the review phase of my buying decision.",UgyC_j37RdSElx-_y1B4AaABAg
0.08,0.846,0.074,-0.1553,Negative,3:55 they just don’t want you to turn it off. Why would they? Always on it’s your can’t-live-without. Siri an AI have been improved and integrated but it’s no good if the computer is powered off. They want you to converse with it for any trivial topic or task. Come on it’s blindingly obvious.,UgyJSLEkhmd3gzdoIzN4AaABAg
0.081,0.919,0.0,0.296,Positive,"Yeah, I've got a 2018 intel mac mini , it gets turned off when the house power is off, so maybe twice since I bought it.",UgyJSLEkhmd3gzdoIzN4AaABAg.AAa_yzydZBCAAezCjDQemT
0.359,0.641,0.0,0.4215,Positive,A true anti-energy power consumption move.,UgyJSLEkhmd3gzdoIzN4AaABAg.AAa_yzydZBCAAgaNV6Ho7f
0.241,0.745,0.015,0.94,Positive,"I feel like the power button makes a lot of sense. You turn it off through macOS, and will never accidentally hit the button. If for some reason your mac ever freezes and you need a button, well there it is. I feel like its perfect. youll never accidentally hit the button which would be easy to do on such a small computer.",UgxMRmJX6aVovlXmqhl4AaABAg
0.26,0.74,0.0,0.3527,Positive,So what about virtualization? Would VMs run well?,UgxTLrheTOnWmkxn9i14AaABAg
0.1,0.827,0.073,0.3991,Positive,"It actually is really, really simple. 
Apple has seen in their performance data from all their sold minis and laptops that noone hardly ever uses the power button. So, place it where it doesn’t bother their design and hardware layout and have the whole world talk about while no one really cares is quite smart imho.",UgzAUTVIKC0tnoqSIEd4AaABAg
0.097,0.903,0.0,0.352,Positive,"I always thought the Mac Mini was this size, so was really surprised when I saw one in real life a few months ago.",UgwBDj2dWqCm1T7rO2F4AaABAg
0.153,0.667,0.18,-0.1027,Negative,The guy responsible for the one fault on every product is Greg.,UgykhoT9RNPZ9ktlrDB4AaABAg
0.0,1.0,0.0,0.0,Neutral,Can you use the new iPad as a monitor ??,Ugz1nUdM5rkVZCUQ0xF4AaABAg
0.162,0.838,0.0,0.5673,Positive,Tim Cook: I need everything you can ever do on a desktop to fit in this small device...GET ON IT!!!!,UgyRshUuepX4I_LhcMJ4AaABAg
0.285,0.715,0.0,0.4199,Positive,"Marques, Thank you - as eloquent as ever!",Ugwtz3-6N4d2rti0zhR4AaABAg
0.0,1.0,0.0,0.0,Neutral,is it tiny?,UgzwiHvbBNdEzSfwtF14AaABAg
0.052,0.901,0.046,0.0772,Positive,"Instead of the power button on the bottom, it should have been a single USB-C port so that the inevitable expansion dock w/ multiple m.2 slots that will fit as a stand under this releases it could just plug right in with no external cabling.",UgyQXNbP-xoxlLQeKjN4AaABAg
0.151,0.821,0.027,0.826,Positive,At 2:45 you're kinda ignoring that Intel and AMD have gotten way more efficient as well. You can get a Asus NUC 14 Pro+ that is priced similarly but slightly slower or a Beelink SER9 that's a great deal for 32 GB RAM and 1 TB storage and also close in speed to this thing.,Ugy565XREg-cldkbtgJ4AaABAg
0.083,0.818,0.098,-0.0953,Negative,I’m affraid you’re kinda ignoring the fan noise the ASUS seems to produce under a bit of load; judging by the reviews.,Ugy565XREg-cldkbtgJ4AaABAg.AAaZFdPGpidAAbgx8xLms6
0.093,0.795,0.112,-0.25,Negative,"@@jurry_murry Fair, the Beelink is supposedly very quiet though. It's also cheaper with the same RAM and storage config. I overall agree that what Apple did here is insane, just the statement that nothing else comes in this form factor rubbed me the wrong way.",Ugy565XREg-cldkbtgJ4AaABAg.AAaZFdPGpidAAc-zln7zFN
0.119,0.881,0.0,0.3182,Positive,"If they would of made the apple logo on tap a haptic power button, that would be cool.",UgxiVe1VJLpvWRy-D894AaABAg
0.05,0.95,0.0,0.3182,Positive,"I mean to be fair, either companies will mount the mac on the back of a monitor so the power button makes sense, also you mentioned the in-frequency that you power your Mac on, same here, I find I sleep my mac more than anything.",UgyMlvSrYSP2ghCL6bB4AaABAg
0.291,0.709,0.0,0.5707,Positive,"Congrats Apple, you're now where PCs were a decade ago!",Ugy9HEW2_jNl7oT1Aw94AaABAg
0.236,0.764,0.0,0.872,Positive,"Having the Mac Mini's powerbutton on the back of the bottom, is a super smart move tbh. You now HAVE TO show your Mac openly on your desk and its free advertisement anytime comes over",UgyksKuA36ATWWWDPYx4AaABAg
0.212,0.363,0.425,-0.4767,Negative,"Great review, shame about the insane amount of bot comments :/",Ugz78WHpOi4pNznHGxB4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Base mini costs $729 in EU

Edit: that should have been €, it's actually $780",UgwUBlRxeCBSfLfB12V4AaABAg
0.25,0.431,0.318,-0.2003,Negative,The Apple conspiracy theory is too funny!,UgzQFfKIxTnnLljmPpx4AaABAg
0.324,0.546,0.13,0.7709,Positive,Apple paid him a lot for this review 😂😂 aint no way,UgyuHTsFTHuxjCBbVcx4AaABAg
0.079,0.921,0.0,0.2023,Positive,"hang on, hot air rises so what if you flip it upside-down and run it that way with power button on top",UgzP6KmdP67LXOQ4TXB4AaABAg
0.137,0.833,0.029,0.6597,Positive,"I've had Mac minis on my desk at home/ dorm since 2010, and I swear by their value. Can't wait to upgrade from my M1 Mac mini, as I've been using my M3 Pro MBP pretty exclusively",UgxJKzGPl5KEvYhtXsx4AaABAg
0.15,0.808,0.041,0.7003,Positive,Curious how much the M4 pro will be obsolete in 5 years. Using the M1 currently and I feel at the near 5 year mark I should at least have another good 3-4 years in it. A 10 year run for the M4 pro is my hopes.,UgymLK6fgrcsr8DZUbd4AaABAg
0.304,0.696,0.0,0.5859,Positive,tell me you like it without telling me that you're a fan boy,Ugwng5tV1DzAb7P1Vix4AaABAg
0.099,0.638,0.262,-0.5574,Negative,"3:30 nah ain’t no way the power button is on the bottom wtf
6:15 nice to know didn’t know Apple bought pixelmator",Ugx_9plnROemBYnHDpp4AaABAg
0.0,1.0,0.0,0.0,Neutral,Wonder how it handles Pro tools and recording,Ugxc9PZan3L-37zowX94AaABAg
0.342,0.658,0.0,0.9333,Positive,I remember back in the day you were trying to build a super Mac 🖥️ mini! Very cool 😎 Like 10 years ago already. I knew you’d like this model.,UgyWP_Vtrf8dusxNCfR4AaABAg
0.0,1.0,0.0,0.0,Neutral,Now I gotta get firewire to usb C,Ugwczpr_O41xGi2k6IB4AaABAg
0.065,0.857,0.078,-0.1531,Negative,I never really need to turn off my mac mini and i guess that's why it can be put in the bottom. But last time I couldn't find the power button after a power outage and that was annoying for sure.,UgwGPoeE4LwaIzm4OV94AaABAg
0.167,0.833,0.0,0.2023,Positive,The Mac mini has always been top tier Apple tech.,UgyudjvTSt-uOlu9c4Z4AaABAg
0.0,1.0,0.0,0.0,Neutral,Maybe the power button underneath is a child proof feature.,Ugw4naBNBzHzoa9esJ54AaABAg
0.0,1.0,0.0,0.0,Neutral,I have heard handfuls of people wanting a smaller Mac mini.,UgwfqYChwM8MoOAAG9h4AaABAg
0.194,0.806,0.0,0.481,Positive,dude at apple must be bragging about this special shoutout so much right now.,Ugx6spGlxg5pmrKSMHR4AaABAg
0.0,0.82,0.18,-0.296,Negative,No one wants to watch you open a box. Just sayin'.,UgxE6gqVt2skUm3Miu94AaABAg
0.0,1.0,0.0,0.0,Neutral,3:04 Apple wears their feature pants around their ankles.,UgzXU29AUc6YF77s6fV4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Anyone know if it's possible to hook this Mac Mini up to an older Macbook Pro? So using the screen, trackpad, and keyboard of the laptop with the power of the Mac Mini?",UgxQmJ_BfRyU_2nVf-l4AaABAg
0.233,0.767,0.0,0.836,Positive,"WoW, apple produced another great review to gaslight the population again,what a coincidence you said almost the exact same words as the rest of the grifters on here.",Ugwo7gppYf1IBo1fWL54AaABAg
0.0,1.0,0.0,0.0,Neutral,"""Smaller than a new roll of duct tape."" Europeans are right, we really will use anything but the metric system.",UgwwoEr3V6mkwdAt4EB4AaABAg
0.316,0.684,0.0,0.7506,Positive,Embrace the beauty of the Mini not having a visible power button.  Why would you want to see it?,Ugx-jGGmosh00Y7QJUZ4AaABAg
0.108,0.873,0.019,0.836,Positive,First time you said something Nice. The Power button is to Hide it and Not turn off. This MacMini is perfect for a Computer Home Network setup. It can be Hidden activate with Apple Intelligence running 3 8k screens. Hook up a Camera and speaker Projector and I can activate that MacMini with My Main MacPro or iPhone or iPad Pro. I can Virtually Run Windows 11 on my MacOs never needed a PC. UTM runs Windows on my iPhone 16 pro,UgzbnhHwcBJaMzl1Gzd4AaABAg
0.111,0.756,0.133,-0.128,Negative,It's unfortunate that Apple doesn't offer smaller iPhones (5 inches) for us who are eager for a compact option.,UgytInDhbqmQ7nPFIz14AaABAg
0.0,0.723,0.277,-0.3182,Negative,The ghost of Steve Jobs did it,UgzfNh-SwxVOCOqTFZ14AaABAg
0.48,0.52,0.0,0.8519,Positive,Which Camera do they use? The quality is great ❤,UgzYKN8bEOseovx4HRN4AaABAg
0.29,0.625,0.085,0.6808,Positive,That power button is combatting 3rd party Mac mini docks 😂 my theory,UgzDsbkOR1yot1xnymx4AaABAg
0.0,0.764,0.236,-0.5267,Negative,Imagine this high end computer is 100 cheaper than stupid airpods max,UgwD9-2iHzyU1jfWxtB4AaABAg
0.0,1.0,0.0,0.0,Neutral,So it's a NUC.,UgzM21e7bCgDwKR8RM54AaABAg
0.112,0.888,0.0,0.5859,Positive,"I think you should have also compared it to the many chinese brands selling mini PC's. For pure power to performance, they also offer an amazing deal, while still being tiny.",UgxpBAItCyRUiOzIRlV4AaABAg
0.0,1.0,0.0,0.0,Neutral,That intro music ,Ugx75SPBYQhwYPEvUFh4AaABAg
0.2,0.683,0.117,0.4019,Positive,Anyone going to talk about that awesome intro? The song is just 🤏🔥🧑‍🍳,UgzF5sdNgIMPbT4UzKx4AaABAg
0.06,0.894,0.046,0.1027,Positive,"Did you know if you click on the comments while an ad is playing, YouTube pauses the ad so you can come back and pay attention to the ad?",UgzCKjxxP5zEhTUnvud4AaABAg
0.0,1.0,0.0,0.0,Neutral,Got it,Ugzfl_k_H6ZgUD7ZoJR4AaABAg
0.358,0.642,0.0,0.5994,Positive,my phone has 256 gb of storage lmao.,UgxHlrM5ZiMivjl-NZZ4AaABAg
0.102,0.879,0.018,0.8779,Positive,"I got the M1 Mini when it came out, as my 1st Mac, & it still performs spectacularly. That power button placement's hilarious, on the new M4 model, especially since I've made a cover holding my Mini in place (so cats can't knock it over). It'd be funny having to pull it out every time I'd want to turn it on. +, I likewise keep my Mac in sleep/lockscreen mode. The only time I gotta restart it is after a power outage, either a real one or a temp one from my cats flipping the powerbar off, accidentally. Since I don't have a laptop, & am mainly a writer, I'd like to someday pick up a MacBook Air. Btw, great video, MKBHD ",UgxVDBhJ_pQa7CWKDaN4AaABAg
0.252,0.748,0.0,0.4019,Positive,"If you want to connect in and play music wherever you go, 9:45",UgwZZOwdjZQn9M5Nel54AaABAg
0.0,0.801,0.199,-0.6908,Negative,"That one technical frustration manager used to actually be Steve Jobs.  The current TF manager is who actually runs Apple.

Tim Cook is a distraction.",UgwHJcup5_sOzPrY75V4AaABAg
0.231,0.699,0.07,0.6588,Positive,$1000 in Australia for the base model. $600 to upgrade from 256GB to 1TB. What a joke! 😂,UgzxnJaHrNWgv-2o-dt4AaABAg
0.636,0.364,0.0,0.7906,Positive,"awesome video, thanks 4 your review",UgxBUM2JTQsJkHolty54AaABAg
0.318,0.682,0.0,0.6369,Positive,Mac mini is also one of the best emulation machines.,UgzOyhSWk0k3lRbMIuZ4AaABAg
0.16,0.84,0.0,0.6588,Positive,"hey so did you plug it in and it works with your imac?
i have m1 chip imac. from 2021.      . great vid !",UgzDar590gMilt239oR4AaABAg
0.0,1.0,0.0,0.0,Neutral,"I really don’t understand the upgrade ramping. I’d need 1tb to clone my current drive over to a new device, and I’m not willing to compromise on any of the installation apps and files.",UgyuW5EqsIBnE9cWBgV4AaABAg
0.0,1.0,0.0,0.0,Neutral,AND the next step it to put it into a AR/VR headset. BOOM!,Ugyc6C9hiptfN6Rly8p4AaABAg
0.0,1.0,0.0,0.0,Neutral,they put it on the buttom to come up next year with an upgraded one with a power button on the front,UgzkTljQxnHWscFELhx4AaABAg
0.0,0.784,0.216,-0.296,Negative,An integrated USV is missing for a few minutes.,UgwwtTNEDBdBeXUos0Z4AaABAg
0.0,1.0,0.0,0.0,Neutral,this is mental,UgxW1ucjLwTfjyRudFJ4AaABAg
0.176,0.766,0.059,0.3818,Positive,4:12 “Well played Guy” *meanwhile a dude literally named Guy is watching this video feeling exposed that HE’S the culprit,UgwpqAdhPRD5AqorJcl4AaABAg
0.231,0.769,0.0,0.2732,Positive,Would it work well for music production purposes?,UgxslezWLTlvPhTqKJN4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Being the MacBook 12"" back already ahaha",Ugwdn9ZRvpuD1lbIxVN4AaABAg
0.306,0.694,0.0,0.296,Positive,Yeah.. the price is incredible too.,UgzCit0TrR8TVEQet0V4AaABAg
0.0,1.0,0.0,0.0,Neutral,And a mini price to boot!!,UgzgbfX9qYEbvLG5Ue54AaABAg
0.16,0.759,0.08,0.4404,Positive,"I'd imagine 5 years from now, it'd be as small as the clip-on iPod shuffle 😂",Ugw-Iyny81XD6lC8erN4AaABAg
0.096,0.904,0.0,0.5514,Positive,"So, you can ""hardly hear it""? I experience my M1 Mini as silent. Only an extreme load seems to turn on the fan.   I get the impression that the new small form factor has reintroduced a bit of a hum. Does anyone have a comparison?",UgzDDr9yCkI4csB9Ml54AaABAg
0.302,0.698,0.0,0.6369,Positive,"Hey Marques, interested to see what your homelab looks like if you have one?",UgwAp0AmWoc-Z5R9RBx4AaABAg
0.098,0.902,0.0,0.3818,Positive,"Should people with the following upgrade 

2023 Mac Mini M2 Pro
10 ‑core CPU and 16‑core GPU, 16GB Unified Memory, 512GB SSD Storage, Gigabit Ethernet",UgxcQmFMEanrCWKX87d4AaABAg
